1,"tensor(0.3310, device='cuda:0')","tensor(0., device='cuda:0')","tensor(0.3300, device='cuda:0')","tensor(0., device='cuda:0')","tensor(7.1771, device='cuda:0')","tensor(85.6022, device='cuda:0')","tensor(139.8306, device='cuda:0')","tensor(0., device='cuda:0')"
2,"tensor(0.2945, device='cuda:0')","tensor(0., device='cuda:0')","tensor(0.2912, device='cuda:0')","tensor(0., device='cuda:0')","tensor(3.1632, device='cuda:0')","tensor(58.8230, device='cuda:0')","tensor(99.6389, device='cuda:0')","tensor(0., device='cuda:0')"
3,"tensor(0.2661, device='cuda:0')","tensor(0., device='cuda:0')","tensor(0.2599, device='cuda:0')","tensor(0., device='cuda:0')","tensor(2.0896, device='cuda:0')","tensor(32.3588, device='cuda:0')","tensor(77.4239, device='cuda:0')","tensor(0., device='cuda:0')"
4,"tensor(0.2487, device='cuda:0')","tensor(0., device='cuda:0')","tensor(0.2449, device='cuda:0')","tensor(0., device='cuda:0')","tensor(2.1518, device='cuda:0')","tensor(27.2668, device='cuda:0')","tensor(65.9658, device='cuda:0')","tensor(0., device='cuda:0')"
1,"tensor(0.3413, device='cuda:0')","tensor(0., device='cuda:0')","tensor(0.3396, device='cuda:0')","tensor(0., device='cuda:0')","tensor(4.8168, device='cuda:0')","tensor(68.0792, device='cuda:0')","tensor(137.6850, device='cuda:0')","tensor(0., device='cuda:0')"
1,"tensor(0.3459, device='cuda:0')","tensor(0., device='cuda:0')","tensor(0.3463, device='cuda:0')","tensor(0., device='cuda:0')","tensor(7.7888, device='cuda:0')","tensor(90.1037, device='cuda:0')","tensor(142.4530, device='cuda:0')","tensor(0., device='cuda:0')"
1,"tensor(0.3365, device='cuda:0')","tensor(0., device='cuda:0')","tensor(0.3428, device='cuda:0')","tensor(0., device='cuda:0')","tensor(6.5015, device='cuda:0')","tensor(79.5276, device='cuda:0')","tensor(139.7305, device='cuda:0')","tensor(0., device='cuda:0')"
1,"tensor(0.3383, device='cuda:0')","tensor(0.3789, device='cuda:0')","tensor(0.3423, device='cuda:0')","tensor(0.3919, device='cuda:0')","tensor(7.3423, device='cuda:0')","tensor(71.7311, device='cuda:0')","tensor(138.1759, device='cuda:0')","tensor(0., device='cuda:0')"
2,"tensor(0.2980, device='cuda:0')","tensor(0.3955, device='cuda:0')","tensor(0.3140, device='cuda:0')","tensor(0.4021, device='cuda:0')","tensor(4.1059, device='cuda:0')","tensor(92.5685, device='cuda:0')","tensor(96.5445, device='cuda:0')","tensor(0., device='cuda:0')"
3,"tensor(0.2632, device='cuda:0')","tensor(0.4073, device='cuda:0')","tensor(0.2617, device='cuda:0')","tensor(0.4093, device='cuda:0')","tensor(1.9147, device='cuda:0')","tensor(29.6365, device='cuda:0')","tensor(76.8623, device='cuda:0')","tensor(0., device='cuda:0')"
4,"tensor(0.2423, device='cuda:0')","tensor(0.4328, device='cuda:0')","tensor(0.2458, device='cuda:0')","tensor(0.4452, device='cuda:0')","tensor(2.2765, device='cuda:0')","tensor(25.8626, device='cuda:0')","tensor(64.8036, device='cuda:0')","tensor(0., device='cuda:0')"
5,"tensor(0.2334, device='cuda:0')","tensor(0.4253, device='cuda:0')","tensor(0.2243, device='cuda:0')","tensor(0.4359, device='cuda:0')","tensor(2.7690, device='cuda:0')","tensor(35.8883, device='cuda:0')","tensor(54.1555, device='cuda:0')","tensor(0., device='cuda:0')"
6,"tensor(0.2213, device='cuda:0')","tensor(0.4230, device='cuda:0')","tensor(0.2195, device='cuda:0')","tensor(0.4330, device='cuda:0')","tensor(2.6296, device='cuda:0')","tensor(24.5338, device='cuda:0')","tensor(48.7807, device='cuda:0')","tensor(0., device='cuda:0')"
1,"tensor(0.0767, device='cuda:0')","tensor(0.0876, device='cuda:0')","tensor(0.0789, device='cuda:0')","tensor(0.0877, device='cuda:0')","tensor(4.3207, device='cuda:0')","tensor(33.2076, device='cuda:0')","tensor(34.8808, device='cuda:0')","tensor(0., device='cuda:0')"
2,"tensor(0.0676, device='cuda:0')","tensor(0.0796, device='cuda:0')","tensor(0.0666, device='cuda:0')","tensor(0.0795, device='cuda:0')","tensor(0.6024, device='cuda:0')","tensor(11.6806, device='cuda:0')","tensor(29.9713, device='cuda:0')","tensor(0., device='cuda:0')"
3,"tensor(0.0644, device='cuda:0')","tensor(0.0777, device='cuda:0')","tensor(0.0646, device='cuda:0')","tensor(0.0803, device='cuda:0')","tensor(0.5152, device='cuda:0')","tensor(10.7426, device='cuda:0')","tensor(28.1923, device='cuda:0')","tensor(0., device='cuda:0')"
4,"tensor(0.0634, device='cuda:0')","tensor(0.0812, device='cuda:0')","tensor(0.0620, device='cuda:0')","tensor(0.0822, device='cuda:0')","tensor(0.5090, device='cuda:0')","tensor(9.6360, device='cuda:0')","tensor(25.8752, device='cuda:0')","tensor(0., device='cuda:0')"
5,"tensor(0.0626, device='cuda:0')","tensor(0.0773, device='cuda:0')","tensor(0.0611, device='cuda:0')","tensor(0.0791, device='cuda:0')","tensor(0.5109, device='cuda:0')","tensor(10.0492, device='cuda:0')","tensor(24.8076, device='cuda:0')","tensor(0., device='cuda:0')"
6,"tensor(0.0570, device='cuda:0')","tensor(0.0795, device='cuda:0')","tensor(0.0574, device='cuda:0')","tensor(0.0801, device='cuda:0')","tensor(0.4586, device='cuda:0')","tensor(8.0836, device='cuda:0')","tensor(22.3042, device='cuda:0')","tensor(0., device='cuda:0')"
7,"tensor(0.0631, device='cuda:0')","tensor(0.0760, device='cuda:0')","tensor(0.0613, device='cuda:0')","tensor(0.0797, device='cuda:0')","tensor(1.8436, device='cuda:0')","tensor(41.9022, device='cuda:0')","tensor(22.7165, device='cuda:0')","tensor(0., device='cuda:0')"
8,"tensor(0.0525, device='cuda:0')","tensor(0.0749, device='cuda:0')","tensor(0.0542, device='cuda:0')","tensor(0.0744, device='cuda:0')","tensor(0.4204, device='cuda:0')","tensor(6.7935, device='cuda:0')","tensor(19.0936, device='cuda:0')","tensor(0., device='cuda:0')"
9,"tensor(0.0486, device='cuda:0')","tensor(0.0803, device='cuda:0')","tensor(0.0507, device='cuda:0')","tensor(0.0806, device='cuda:0')","tensor(0.5417, device='cuda:0')","tensor(8.0578, device='cuda:0')","tensor(17.8292, device='cuda:0')","tensor(0., device='cuda:0')"
10,"tensor(0.0465, device='cuda:0')","tensor(0.0787, device='cuda:0')","tensor(0.0505, device='cuda:0')","tensor(0.0781, device='cuda:0')","tensor(0.7009, device='cuda:0')","tensor(12.0024, device='cuda:0')","tensor(17.2307, device='cuda:0')","tensor(0., device='cuda:0')"
11,"tensor(0.0450, device='cuda:0')","tensor(0.0821, device='cuda:0')","tensor(0.0478, device='cuda:0')","tensor(0.0831, device='cuda:0')","tensor(0.6267, device='cuda:0')","tensor(7.0312, device='cuda:0')","tensor(16.6305, device='cuda:0')","tensor(0., device='cuda:0')"
